,,Protocol,"realign, co-register, normalize, smooth, high-pass filter","realign,normalize,smooth","realign,normalize,coregister,smooth,high-pass filtered","realign,normalize,smooth,high pass filter","realign, co-register, normalize, smooth","coregister,normalize,smooth","realign, normalize,smooth","realign,normalize,smooth","realign, co-register, normalize, smooth","realign, co-register,normalize,Smooth","remove, realign,co-register,normalize,smooth","realign,normalize,smooth, high-pass filter","realign,coregister,normalize,smooth,high-pass filter","realign,normalize,smooth","realign,normalize,smooth","remove, realign,co-register,normalize,smooth","realign,co-register,normalize,smooth,high-pass filter","realign,normalize,smooth,high-pass filter","realign,normalize,smooth,high-pass filter","realign,normalize,smooth","realign,co-register,normalize,smooth","realign, co-register,normalize,Smooth","realign,smooth, high-pass temporal filtering","coregister,normalize,smooth",,"realign,normalize,smooth,high pass filter","realign,co-register, normalize, smooth,high-pass filter","realign, coregister, normalize, smooth, high-pass filter","realign,co-register, normalize,smooth","realign, co-register,normalize,Smooth, high-pass filter","correct, smooth,high pass filter","coregister,normalize,correct, smooth,high pass filter","remove, realign, coregister, smooth, high-pass filter","realign,normalize,smooth","realign, coregister,normalize,smooth,high pass filter","realign, normalize, smooth","realign, normalize, smooth","realign, coregister,normalize,smooth,high pass filter",,"realign,normalize,smooth","realign,coregistere,normalize","realign,co-register, normalize, smooth,high-pass filter","motion correction, smooth,coregister, normalize","realign,normalize,smooth,high pass filter","realign, normalize, smooth, band pass filter","realign, coregister,normalize,smooth","realign,co-register,normalize,smooth","realign, coregister, normalize, smooth","realign,co-register,normalize,smooth","realign,co-register,normalize,smooth",,"realign,co-register,normalize,smooth","realign,normalize,smooth, high-pass filter","realign,co-register, normalize, smooth，high-pass filter","motion correction, smooth,normalize","realign, co-register,normalize,Smooth","realign,co-register,normalize,smooth","realign,co-register,normalize,smooth"
,Text_file_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Result_encoding/other,RT_group1,Notes,,,,,,,,,,,,,,,,,,,,accuracy,,"1PP, friend, famous, font",,,,,,"self_1:positive
self_2:negative
other_1:positive
other_2:negative
low PP","Mean(SEM): character, appearence mother,Bush",,,,,accuracy,,,,,,,,,,,,,,,,,,,,,,,,
,,Statistics,"self,other,syllables",,,"first-person perspective, third-person perspective(ms)",accuracy of comprehension questions M = 91%,"6 participants
Self,other,letter;positive,negative","RT for young and elderly,p6, Figure 2","hit-false alarms,p3, Fig.1","Response speeds (ms)
Non-religious;self, Sakyamuni, Jesus, Zhu-Rongji","Self, Sakyamuni, Jesus ,Zhu Rongji, Font","Encoding reaction time (ms)
self,friend,case",,,"self, another person (ms)","page38,Figure 2. Response times in the different experimental conditions","F(2,40) = 44.03, p < .0001","F(3,138) = 7.7, p < 0.001 ",,"F(1,47)= 84.09, p < .001 ","p8,Figure 3","young:F(2, 29) = 68.00, P < 0.001
old:F(2, 27) = 28.17, P < 0.001","F(3, 114) = 19.568, p < 0.001 ","p5,Table 1","P3,Fig. 2.",,"F(4, 76) = 12.80, p < .001"," (F(2, 45)=0.318; p=0.729) ","F(3, 90)=7.721,p<.001",P4 | Table 1,"p5,Table 2",,,,p881 | Fig. 2,NA,,,response time,P5 | Figure 2,P5 | Figure 2,"self,other,comtrol",,Other_1 = mother; neutral = letter,,,"Self,Mother,Father,Best friend,Liu-Xiang,Font",,"Han, Tibetan, self, mother, other, font",,,,"see page5, fig.2A","Self_correct/miss, other_correct/miss","mean RTs of location probe
 match trials , see page5| Fig. 2a),","self: positive, negative
  other(Prime minister)
  sematic
  letter",,,
,,self_1_Mean,1966,,,1970,,1816,,,1077,1093,1772,,,2177,,1812,1400,,,1242,,428,2305.79,,,1746,1917,1855,1305.15,,1322.3,1240.3,,,,,,1.79,,,1403,,1965,,,1143,,877,,,,,2296.4,,1530.1,,,
,,self_1_SD,79,,,,,472,,,46,34,29,,,219,,27,604,,,46,,13.7,973.19,,,288,,319,32,,,,,,,,,,,,162,,487,,,158,,19,,,,,361.4,,255.6,,,
,,self_2_Mean,,,,2115,,1824,,,,,,,,,,,,,,1319,,,2583.53,,,1766,,1969,1267.24,,,1225.4,,,,,,,,,,,NA,,,,,,,,,,2404.7,,1517,,,
,,self_2_SD,,,,,,478,,,,,,,,,,,,,,51,,,972.8,,,293,,231,38,,,,,,,,,,,,,,NA,,,,,,,,,,424.9,,262.4,,,
,,self_3_Mean,,,,,,,,,,,,,,,,,,,,,,,1695.34,,,,,,,,,1278.9,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_3_SD,,,,,,,,,,,,,,,,,,,,,,,838.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_1_Mean,1997,,,,,,,,1091,932,1725,,,2241,,1881,1291,,,1308,,420.2,2399.45,,,1747,1986,1953,1299.51,,1367.8,1234.9,,,,,,1.81,,,1434,,1971,,,1120,,872,,,,,2413.7,,1560.6,,,
,,other_1_SD,102,,,,,,,,59,22,39,,,212,,24,678,,,47,,15,1010.48,,,302,,314,39,,,,,,,,,,,,188,,481,,,101,,19,,,,,363.9,,259.9,,,
,,other_2_Mean,,,,,,,,,1058,950,,,,,,,1543,,,1329,,426.1,2670.35,,,1804,,2030,1259.01,,,1296.7,,,,,,,,,,,NA,,,1110,,875,,,,,2390.3,,1558.6,,,
,,other_2_SD,,,,,,,,,55,25,,,,,,,750,,,50,,15,988.66,,,320,,258,37,,,,,,,,,,,,,,NA,,,117,,20,,,,,493.3,,233.2,,,
,,other_3_Mean,,,,,,,,,1018,1044,,,,,,,1650,,,,,,1735.11,,,,,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,,
,,other_3_SD,,,,,,,,,51,48,,,,,,,850,,,,,,774.64,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,
,,other_4_Mean,,,,,,,,,,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167,,,,,,,,,,,,
,,other_4_SD,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299,,,,,124,,,,,,,,,,,,
,,neutral_1_Mean,2169,,,,,1584,,,,,1600,,,,,1607,,,,,,392.1,,,,1580,1937,1943,1444.12,,1267,1337.9,,,,,,1.77,,,182,,1312,,,999,,622,,,,,,,1615.8,,,
,,neutral_1_SD,92,,,,,349,,,,,27,,,,,34,,,,,,14.8,,,,240,,238,34,,,,,,,,,,,,,,302,,,129,,15,,,,,,,190.7,,,
,,neutral_2_Mean,,,,,,1616,,,,,,,,,,,,,,,,,,,,,,NA,1329.2,,1286.4,,,,,,,,,,,,NA,,,,,,,,,,,,1673.1,,,
,,neutral_2_SD,,,,,,218,,,,,,,,,,,,,,,,,,,,,,NA,39,,,,,,,,,,,,,,NA,,,,,,,,,,,,163,,,
,,neutral_3_Mean,,,,,,1472,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,,,,,,,,,,,,1065.5,,,
,,neutral_3_SD,,,,,,291,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,,,,,,,,,,,,173.5,,,
,,neutral_4_Mean,,,,,,1396,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,"conditions [F(2,36) =17.35, 
  P < 0.0005]",,NA,,,,,,,,,,,,1117.7,,,
,,neutral_4_SD,,,,,,336,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,,,,,,,,,,,,155.3,,,
,,statistics,,,,,,,,,,,,,,,,,,,,,,"there was a significant main effect of condition, F(3, 114) = 19.568, p < 0.001;there was also a significant interaction effect of condition and group, F(3, 114) = 4.557, p < 0.01",,,,,,"P299 | Reaction times
  Condition:F(3,
  90) = 7.721, p < .001",,,,,,,,,,,,,,,"F [2,50]=17.97, p < .0001",,,,,"main effect of tasks
  Han: F(3,45) = 84.49, P < 0.01;",,,,,,,"main effect of
  condition (F(3,12) = 37.62, p < .001, e = 0.79)",,,
,RT_group2,Notes,,,,,,,,,"Response speeds (ms)
Christians;self, Sakyamuni, Jesus, Zhu-Rongji",,,,,,,,,,,,,3PP,,,,,,"self_1:positive
  self_2:negative
  other_1:positive
  other_2:negative
  high PP",,,,,,,,,,,,,,,,,,,,Tibetan,,,,,,,,,,
,,self_1_Mean,,,,,,,,,1125,,,,,,,,,,,,,428.8,,,,,,1723,,,,,,,,,,,,,,,,,,,,1311,,,,,,,,,,
,,self_1_SD,,,,,,,,,50,,,,,,,,,,,,,13.8,,,,,,309,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,
,,self_2_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_3_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_3_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_1_Mean,,,,,,,,,1217,,,,,,,,,,,,,418.2,,,,,,1837,,,,,,,,,,,,,,,,,,,,1247,,,,,,,,,,
,,other_1_SD,,,,,,,,,56,,,,,,,,,,,,,15,,,,,,291,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,
,,other_2_Mean,,,,,,,,,983,,,,,,,,,,,,,383.5,,,,,,2008,,,,,,,,,,,,,,,,,,,,1258,,,,,,,,,,
,,other_2_SD,,,,,,,,,46,,,,,,,,,,,,,15,,,,,,293,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,
,,other_3_Mean,,,,,,,,,1040,,,,,,,,,,,,,,,,,,,1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_3_SD,,,,,,,,,39,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_1_Mean,,,,,,,,,,,,,,,,,,,,,,367.7,,,,,,,,,,,,,,,,,,,,,,,,,,845,,,,,,,,,,
,,neutral_1_SD,,,,,,,,,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,
,,neutral_2_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_3_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_3_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_4_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_4_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tibetan: F(3,42) = 50.96,
  P < 0.01",,,,,,,,,,
,RT_Group3,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_1_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_2_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_1_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_2_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_1_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Response_group1,note,"self,other,syllables;s yes,u yes",,,,,,"Proportion ‘‘yes’’ responses by condition.
p6,Figure 2",,Proportion of ‘‘yes’’ responses (%);Non-religious,"yes',Self,Sakyamuni,Jesus,Zhu Rongji",,,"1.group1:women
2.self(self male,self female)
3.prototypcial male(male attribute,female attribute)
4.prototypical female(male attribute,female attribute)

page6,FIGURE 2 | Number of agreed items in the self-condition separated for women and men.",,,,,,,,,,,,,,proportion of the participants’ attribution of positive qualities,"page5,figure1,
  mean attribution_response(yes)",,"page5,table2",,,"page13,figure2,
  Median self-ascription scores","(page4,fig2a)percentage of ascribed positive and negative personality traits",,,,,,,,,,,,"""Yes""responses(%),Self,Mother,Father,Best friend,Liu-Xiang","Percentage of double-‘yes’ response,(self,other)x(Contradictory,non-Contradictory)",,,,,"see page5,fig.2B,C;
  proportion of responses during the self-evaluation task (B) and proportion of responses during the social feedback task (C)",,,,,,
,,self_1_Mean,11.5,,,,,,,,44.6,0.466,,,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7,10.45%,,,,,,,,,,,
,,self_1_SD,1.6,,,,,,,,2.3,0.029,,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,15.13%,,,,,,,,,,,
,,self_2_Mean,18.8,,,,,,,,,,,,14.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.88%,,,,,,,,,,,
,,self_2_SD,1.9,,,,,,,,,,,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.64%,,,,,,,,,,,
,,self_3_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_3_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_1_Mean,10.8,,,,,,,,44.1,0.426,,,16.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,6.19%,,,,,,,,,,,
,,other_1_SD,1.5,,,,,,,,2.7,0.016,,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,5.89%,,,,,,,,,,,
,,other_2_Mean,,,,,,,,,45,0.412,,,14.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1,27.80%,,,,,,,,,,,
,,other_2_SD,,,,,,,,,2.5,0.019,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,11.93%,,,,,,,,,,,
,,other_3_Mean,,,,,,,,,43.4,0.435,,,12.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4,,,,,,,,,,,,
,,other_3_SD,,,,,,,,,2.7,0.015,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,
,,other_4_Mean,,,,,,,,,,,,,18.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,,,,,,,
,,other_4_SD,,,,,,,,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,,,,,,,,,,
,,neutral_1_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_2_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_3_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_3_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,"self vs other:F(1,30) = 0.119; p = 0.773",,,,,,,"valence (F = 511.34, df = 1, 22; P < 0.001)",,,,,,,,,,,,,,,,,,,,,,,,
,Response_group2,note,,,,,,,,,"Proportion of ‘‘yes’’ responses (%), Christians",,,,"1.group2:men
2.self(self male,self female)
3.prototypcial male(male attribute,female attribute)
4.prototypical female(male attribute,female attribute)
page7,FIGURE 3 | Number of agreed items in the other conditions separated for women and men",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_1_Mean,,,,,,,,,45.4,,,,14.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_1_SD,,,,,,,,,2.9,,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_2_Mean,,,,,,,,,,,,,11.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_2_SD,,,,,,,,,,,,,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_3_Mean,,,,,,,,,,,,,18.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_3_SD,,,,,,,,,,,,,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_1_Mean,,,,,,,,,39.2,,,,14.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_1_SD,,,,,,,,,3.2,,,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_2_Mean,,,,,,,,,40.7,,,,12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_2_SD,,,,,,,,,3.1,,,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_3_Mean,,,,,,,,,43.1,,,,17.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_3_SD,,,,,,,,,2.7,,,,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_1_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_2_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_3_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_3_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Response_group3,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_1_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_1_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_2_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_3_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_3_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_1_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_2_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_3_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,neutral_3_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rating_1,note,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,Figure 2,,,,,,,,,"Applicability scores in the Self and the Mother task;see page32,Figure 2.",,,"Means of subjective arousal and valence ratings ,
  Fig. 3",,,,,,,,,,"page 3, 3.1, para 1",,,
,,self_1_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,,,,,,,,,5.29,,,,,,,,,,,,,
,,self_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,,,,,,,,,1.43,,,,,,,,,,,,,
,,self_2_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_1_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,,,,,,,,,,4.44,,,,,,,,,,,,,
,,other_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,
,,other_2_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,netrual_1_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,,,,
,,netrual_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,
,,netrual_2_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,netrual_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Z=-3.920, p<0.001",,,,,,,,,,,,,,,,,,,,,,,,,
,Rating_2,note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valence,,,,,,,,,,,,,
,,self_1_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62,,,,,,,,,,,,,
,,self_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,
,,self_2_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_1_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,,,,,,,,,,,,,
,,other_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,
,,other_2_Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,netrual_1_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53,,,,,,,,,,,,,
,,netrual_1_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,
,,netrual_2_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,netrual_2_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retrieval_result,RT,note,"self,other,syllables;old/same,new",,,,,,,,,,1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_1_Mean,1627,,,,,,,,,,31,,,,,1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_1_SD,55,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_2_Mean,1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_2_SD,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_3_Mean,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,self_3_SD,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_1_Mean,1680,,,,,,,,,,1188,,,,,1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_1_SD,96,,,,,,,,,,23,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_2_Mean,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_2_SD,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,other_3_Mean,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
